source_state,source_ref,source_path,source_hash,metadata_path,lifecycle,license_origin,existing_disposition
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h2/prompt.md,sha256:4b86aa33834fb405bd9b1b7368b7d2f0eec6af5724c0d34325d6d9a716476933,backend/plugins/worldbuilding/skills/architecture-h2/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h3-v2/prompt.md,sha256:da9049ce34461e9767baa573c6078386edc05580923e5d3e798e8ccf389086df,backend/plugins/worldbuilding/skills/architecture-h3-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-h3/prompt.md,sha256:79f38538ca13daf5796cb8890ee571bc11be6ea46202bab78777c728c9d91f7d,backend/plugins/worldbuilding/skills/architecture-h3/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-m0-v2/prompt.md,sha256:c66e4212c0ad1293414b0a8d2dbe2a8cd75ce2e85f2c7b0a3bf23907b77dae43,backend/plugins/worldbuilding/skills/architecture-m0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-m0/prompt.md,sha256:dbc5fa4cd71c808bd190ebf8d75171f70661bdfa4c477ba2c2044e485b4168f3,backend/plugins/worldbuilding/skills/architecture-m0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-mechanism-dual/prompt.md,sha256:935d8bb236071af59bfe1ef276542821bd44787abc9ea9caaddf03cf946ed327,backend/plugins/worldbuilding/skills/architecture-mechanism-dual/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-mechanism-multi/prompt.md,sha256:e13d21169fdc4eaf7acdbd2b0ab21a6696a02167a5fdec2e6af123938e4356be,backend/plugins/worldbuilding/skills/architecture-mechanism-multi/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-mechanism-single/prompt.md,sha256:2388dec0bbc759c9905be8517e50ba7865717ae9ae4a671d3969db64355b7062,backend/plugins/worldbuilding/skills/architecture-mechanism-single/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-narrative-promise/prompt.md,sha256:3fd7756cd485c2c39346000ce4508132b0d392e2cec27d2210e9cd5fcdb16ec0,backend/plugins/worldbuilding/skills/architecture-narrative-promise/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-pov-contract/prompt.md,sha256:edb10ed3e19e6a3a9eb4f0bb3a51ec37e33151b8cfe7fe6e51abb9a894188baa,backend/plugins/worldbuilding/skills/architecture-pov-contract/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-r0-v2/prompt.md,sha256:cf389cefc932fe15e869ddf46034f3cffe08bd1a634fe8b0d982ce858dd53a24,backend/plugins/worldbuilding/skills/architecture-r0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-r0/prompt.md,sha256:b8f98e21651adaddd9d95ad476be726ff9e8bd34b07d7413ee487e4f3c554257,backend/plugins/worldbuilding/skills/architecture-r0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-relationship-investment-v2/prompt.md,sha256:e117a53933286f0de949f92722caa0a61319bd9c238e10e06c1041d7e4a11f91,backend/plugins/worldbuilding/skills/architecture-relationship-investment-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-relationship-investment/prompt.md,sha256:fa46960c846c7e1460df1ca66bfb2e1c7c9fe69e4d06166055edb08f84aa194a,backend/plugins/worldbuilding/skills/architecture-relationship-investment/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-review/prompt.md,sha256:e753787acad4578f48b41a363b8fbb91b1679596f370e0306b0b5e58e016de7d,backend/plugins/worldbuilding/skills/architecture-review/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-rule-system-v2/prompt.md,sha256:9d8f7d96d4f4a4a1b892e8a6cc8aa7fba83f453c343ca73512ff8ac48107e96f,backend/plugins/worldbuilding/skills/architecture-rule-system-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-rule-system/prompt.md,sha256:b09ee30290376501b46bfde6f16c06647f21e1421c9bc27ecdbb47f2e22706b0,backend/plugins/worldbuilding/skills/architecture-rule-system/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s0-v2/prompt.md,sha256:80cd08d362590e97a98f4c4db2a86cdb4b30a365d0274a9804c97ca9c949c359,backend/plugins/worldbuilding/skills/architecture-s0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s0/prompt.md,sha256:b39e360169e1eff8a6cdce32982c1d8b39efe4175c96fb974b14caf93c734416,backend/plugins/worldbuilding/skills/architecture-s0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s1-v2/prompt.md,sha256:519e1bb3b2b05c146a4a34a39e299e799e5772747182092cc74aee674c4214dd,backend/plugins/worldbuilding/skills/architecture-s1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s1/prompt.md,sha256:2854186824029dfb99bb647f93f3a0e545933d1c1316dc44fda2f7c0c7bb038f,backend/plugins/worldbuilding/skills/architecture-s1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s2-v2/prompt.md,sha256:0c73fd0feba97a2ec8634f96ff0b99dd1024c7f51a59173a3ba1f58e6f810ea4,backend/plugins/worldbuilding/skills/architecture-s2-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s2/prompt.md,sha256:379e3685070d12af6e54f5e0c5410535f726cc6f2d7d280bcd5e63c97ac199d6,backend/plugins/worldbuilding/skills/architecture-s2/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s3-v2/prompt.md,sha256:f66dd3cda64a049b0e58406b2609c268249caa0b034f57723a1281dcfb43f543,backend/plugins/worldbuilding/skills/architecture-s3-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-s3/prompt.md,sha256:70de1889aba3a287f729131d594fdb9e7f36a161cc8899758fee38ad89518d7c,backend/plugins/worldbuilding/skills/architecture-s3/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-tone/prompt.md,sha256:22b694960d62ba970c01a3e474f971af595d647542c61ad19c113c75699093b9,backend/plugins/worldbuilding/skills/architecture-tone/metadata.yaml,active,user-authorized,adapt-authorized
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u0-v2/prompt.md,sha256:c92885fd8437a6b7bd7b02d3dbb956ef7144b5994bde4ec2e77781be6b238b51,backend/plugins/worldbuilding/skills/architecture-u0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u0/prompt.md,sha256:cee144609010d16d89113f49d150279df3e321ae65bf00bc01bc0c5718ead841,backend/plugins/worldbuilding/skills/architecture-u0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u1-v2/prompt.md,sha256:7178024557ea2d2df706d4ed81c4a2e04a6b69e4045ad905dea8287fb827292d,backend/plugins/worldbuilding/skills/architecture-u1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u1/prompt.md,sha256:14023b9b313e77d47403a89ce81542c62b6904bf6a2e3eaa9f3ee26441fb75b8,backend/plugins/worldbuilding/skills/architecture-u1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u2/prompt.md,sha256:67cee066e6260f702bb63c92df75520c52bf875e632a47069657c84a6b72accf,backend/plugins/worldbuilding/skills/architecture-u2/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u3-v2/prompt.md,sha256:106e742067ee1718d5202540ae90074a287091125e49f01e131ca6ab887a0171,backend/plugins/worldbuilding/skills/architecture-u3-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-u3/prompt.md,sha256:d14183bf48350b2ec47b976c3e9f4b8d7d1846dc6857f68635392bb3c023d781,backend/plugins/worldbuilding/skills/architecture-u3/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w0-v2/prompt.md,sha256:44818fcdd3b81e3f8fc6439ca1cc7c3c4ac9d1bd528c165ee564de9cded19e59,backend/plugins/worldbuilding/skills/architecture-w0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w0/prompt.md,sha256:57d582b112f5239e86d475cb9640cce532640989d58426faa107bc8f61eca028,backend/plugins/worldbuilding/skills/architecture-w0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w1-v2/prompt.md,sha256:178588eb3b46171af715a7a4f60c9ddfc98a4055291147dd45ca9ca8f8c4d865,backend/plugins/worldbuilding/skills/architecture-w1-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w1/prompt.md,sha256:94799c769786bfac716f3e83740cf919dec11357cb7dd1e23cb78436d2f324a8,backend/plugins/worldbuilding/skills/architecture-w1/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w2-v2/prompt.md,sha256:3c8f759dce8a5ce399d7eaf4e4e3c0e66d30265d534fd97ea5553723fcf31463,backend/plugins/worldbuilding/skills/architecture-w2-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w2/prompt.md,sha256:f4b634215c6deea2c71750edd3161199a6614d88504840571b7888758b07de3c,backend/plugins/worldbuilding/skills/architecture-w2/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w3-v2/prompt.md,sha256:ee561bd6c3d755a1c0c4393f9b77c26dbfccdbbc01b6c708da2e64221daff51d,backend/plugins/worldbuilding/skills/architecture-w3-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-w3/prompt.md,sha256:5ba8eed716b39c9ff885bb5372bba3af56514bec8cd80a8f1facb9b68edb523f,backend/plugins/worldbuilding/skills/architecture-w3/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-wmeta-v2/prompt.md,sha256:45cdf5a4a51bf244bc75d5862bd50fd2af2d8b26da463bf1f132924b8bde8563,backend/plugins/worldbuilding/skills/architecture-wmeta-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-wmeta/prompt.md,sha256:4be3dcb7850031114c055ace98f06cfa7aee30d7d5ac53d18ebe119659d7b13f,backend/plugins/worldbuilding/skills/architecture-wmeta/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-x0-v2/prompt.md,sha256:8f510ce48c237df08ddeeb158b4496a00bc5f33d24796e33487d12e21044b5d4,backend/plugins/worldbuilding/skills/architecture-x0-v2/metadata.yaml,experiment,novelos-repository:license-unverified,defer-experiment
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/worldbuilding/skills/architecture-x0/prompt.md,sha256:af0b5906f5acfaa99a34a21f1490743d4194e59e403e4e59a66ab9f35ee7e072,backend/plugins/worldbuilding/skills/architecture-x0/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/wuxia/skills/jianghu_chivalry_guide/prompt.md,sha256:33d9b44dfafa1c0b4414474bfb302ac888aeae15533b67de3373bd281bf22ba1,backend/plugins/wuxia/skills/jianghu_chivalry_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/wuxia/skills/wuxia_guide/prompt.md,sha256:c74bd492eabadb9b214ece3683052fa7d27f2d0dc7dc7dac171137db099b1f40,backend/plugins/wuxia/skills/wuxia_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/xianxia/skills/climax_break/prompt.md,sha256:9bf3633bf3ec073f076f33ad3018b6a38b564c99a263e556eec9f3fc1a5183a9,backend/plugins/xianxia/skills/climax_break/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/xianxia/skills/combat_choreography/prompt.md,sha256:d491c875d392471c25fa79363f7e3bdf9799ef24f6fa163e6e3130dca2d0db4d,backend/plugins/xianxia/skills/combat_choreography/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/xianxia/skills/xianxia_guide/prompt.md,sha256:3666e9476a42ab102a5e6f16b3618c3507b77cee0f4bddc31756efd910c3a287,backend/plugins/xianxia/skills/xianxia_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/xuanhuan/skills/xuanhuan_brained_guide/prompt.md,sha256:dee606fef2c55d323555760ae6e955b16915aa8aad353babb4e619191b1ba3bc,backend/plugins/xuanhuan/skills/xuanhuan_brained_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
committed,902d7e62f55bc8bc2862e2b9574b5ee2f5f33403,backend/plugins/xuanhuan/skills/xuanhuan_guide/prompt.md,sha256:1d74f952769b21cd9af9282b372c91cf137a92fa3de62c39da174b1e569aa8c6,backend/plugins/xuanhuan/skills/xuanhuan_guide/metadata.yaml,active,novelos-repository:license-unverified,defer-license
worktree_modified,WORKTREE,backend/plugins/worldbuilding/skills/architecture-ap4/prompt.md,sha256:b76b92ce9cc6beabb2379de5c171eb756c1ab9328b2040ab01ac6da68e337081,backend/plugins/worldbuilding/skills/architecture-ap4/metadata.yaml,active,novelos-repository:license-unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/core-character-architecture-review/prompt.md,sha256:ac02fbfa2de44a7612bacd7efe4663e98d711a1ced09015cda4d7e6da2acb151,backend/plugins/system/skills/core-character-architecture-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/core-character-direction-review/prompt.md,sha256:4827b17cd37c86076962bb8d42439292eea9cd1ffbdd9c3fd38bcafda48a8cf0,backend/plugins/system/skills/core-character-direction-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/core-character-instantiation/prompt.md,sha256:db7193239a4a71161c03497901a29ab7c53a8af11140bd9e953df654de13cc3c,backend/plugins/system/skills/core-character-instantiation/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/core-character-internal-review/prompt.md,sha256:ca9343deeabb929e4ecf3b34eb97afffde3a3183e8c1c292fb0783fe51f6622f,backend/plugins/system/skills/core-character-internal-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-arc-character-gap-review/prompt.md,sha256:60e24729d4913fe9a80bdd122e0d554b0be55a3dc446096ec0bd7262ee8959be,backend/plugins/system/skills/story-arc-character-gap-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-arc-state-outline/prompt.md,sha256:20371225ccde497c581c1a9f6b1b9c0c2cedcec0d2b1514a78b212e4ae504899,backend/plugins/system/skills/story-arc-state-outline/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-stage-checkpoint-review/prompt.md,sha256:30e63c09f1205d0fdd55304df70f2a336f1d24bc8403ef4efd44f42cdf727a37,backend/plugins/system/skills/story-stage-checkpoint-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-stage-checkpoint/prompt.md,sha256:7732384c40926126fa3c387dd66ce14ce976f120bb88519f5d87a849c34d7adc,backend/plugins/system/skills/story-stage-checkpoint/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-strategy-architecture-review/prompt.md,sha256:ba622ca28c9c677076c414aac15a4b5d2469a875b2cddfbd44c0522306644bfa,backend/plugins/system/skills/story-strategy-architecture-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-strategy-direction-review/prompt.md,sha256:1d982e04dbdc2d5dc7a6adcd06076d7c5aa26d9e53964f187c202b1122cb4c52,backend/plugins/system/skills/story-strategy-direction-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-strategy-internal-review/prompt.md,sha256:6396352febb0a66a8a13850c4b0871299c5e19f8f160098304c862fa5a641654,backend/plugins/system/skills/story-strategy-internal-review/metadata.yaml,active,unverified,excluded_from_committed_source
worktree_uncommitted,WORKTREE,backend/plugins/system/skills/story-strategy-skeleton/prompt.md,sha256:dca35e4ac18b64c97292fc89facf121344c84c40292ad50ac65217a5c7828c49,backend/plugins/system/skills/story-strategy-skeleton/metadata.yaml,active,unverified,excluded_from_committed_source
